7203,トヨタ自動車
6758,ソニーグループ
6861,キーエンス
9432,日本電信電話
8306,三菱ＵＦＪフィナンシャル・グループ
4568,第一三共
4502,武田薬品工業
8316,三井住友フィナンシャルグループ
6501,日立製作所
7974,任天堂
9433,ＫＤＤＩ
8058,三菱商事
8035,東京エレクトロン
4063,信越化学工業
8031,三井物産
7741,ＨＯＹＡ
6367,ダイキン工業
8001,伊藤忠商事
7267,本田技研工業
6098,リクルートホールディングス
8411,みずほフィナンシャルグループ
8766,東京海上ホールディングス
4661,オリエンタルランド
9984,ソフトバンクグループ
9434,ソフトバンク
6981,村田製作所
6954,ファナック
3382,セブン＆アイ・ホールディングス
6273,ＳＭＣ
4503,アステラス製薬
2914,日本たばこ産業
6702,富士通
7751,キヤノン
6503,三菱電機
5108,ブリヂストン
6902,デンソー
6594,ニデック
8053,住友商事
8002,丸紅
6301,小松製作所
9983,ファーストリテイリング
6752,パナソニック　ホールディングス
6178,日本郵政
8591,オリックス
7733,オリンパス
4911,資生堂
4901,富士フイルムホールディングス
4452,花王
5401,日本製鉄
9020,東日本旅客鉄道
9022,東海旅客鉄道
4543,テルモ
8750,第一生命ホールディングス
2502,アサヒグループホールディングス
6723,ルネサスエレクトロニクス
2802,味の素
8801,三井不動産
8113,ユニ・チャーム
6971,京セラ
4519,中外製薬
6326,クボタ
4578,大塚ホールディングス
8802,三菱地所
8267,イオン
2503,キリンホールディングス
4523,エーザイ
8630,ＳＯＭＰＯホールディングス
1925,大和ハウス工業
9735,セコム
7011,三菱重工業
8725,ＭＳ＆ＡＤインシュアランスグループホール
8604,野村ホールディングス
8309,三井住友トラスト・ホールディングス
7269,スズキ
7309,シマノ
1928,積水ハウス
9101,日本郵船
6502,東芝
6920,レーザーテック
7832,バンダイナムコホールディングス
8308,りそなホールディングス
6857,アドバンテスト
5020,ＥＮＥＯＳホールディングス
9202,ＡＮＡホールディングス
3659,ネクソン
4507,塩野義製薬
1605,ＩＮＰＥＸ
9021,西日本旅客鉄道
6869,シスメックス
6146,ディスコ
6701,日本電気
9843,ニトリホールディングス
6762,ＴＤＫ
6645,オムロン
2267,ヤクルト本社
4684,オービック
7201,日産自動車
7270,ＳＵＢＡＲＵ
4307,野村総合研究所
2413,エムスリー
6506,安川電機
6988,日東電工
9201,日本航空
5802,住友電気工業
8697,日本取引所グループ
5713,住友金属鉱山
3407,旭化成
9104,商船三井
9531,東京瓦斯
9613,エヌ・ティ・ティ・データ
6965,浜松ホトニクス
6201,豊田自動織機
9503,関西電力
9042,阪急阪神ホールディングス
8830,住友不動産
9502,中部電力
7272,ヤマハ発動機
9962,ミスミグループ本社
4612,日本ペイントホールディングス
7532,パン・パシフィック・インターナショナルホ
9005,東急
4188,三菱ケミカルグループ
4528,小野薬品工業
4689,Ｚホールディングス
2801,キッコーマン
8015,豊田通商
5201,ＡＧＣ
3402,東レ
7701,島津製作所
9697,カプコン
4324,電通グループ
6586,マキタ
6963,ローム
3088,マツキヨココカラ＆カンパニー
1878,大東建託
7202,いすゞ自動車
9041,近鉄グループホールディングス
9532,大阪瓦斯
2897,日清食品ホールディングス
8601,大和証券グループ本社
5411,ＪＦＥホールディングス
6479,ミネベアミツミ
9501,東京電力ホールディングス
8795,Ｔ＆Ｄホールディングス
7912,大日本印刷
1801,大成建設
3626,ＴＩＳ
7261,マツダ
2269,明治ホールディングス
1802,大林組
4204,積水化学工業
1812,鹿島建設
6383,ダイフク
4704,トレンドマイクロ
6532,ベイカレント・コンサルティング
9001,東武鉄道
8473,ＳＢＩホールディングス
7911,凸版印刷
9143,ＳＧホールディングス
3436,ＳＵＭＣＯ
4151,協和キリン
2587,サントリー食品インターナショナル
7936,アシックス
4005,住友化学
9602,東宝
9684,スクウェア・エニックス・ホールディングス
7951,ヤマハ
6504,富士電機
4922,コーセー
4755,楽天グループ
5019,出光興産
2181,パーソルホールディングス
5938,ＬＩＸＩＬ
2768,双日
6370,栗田工業
7276,小糸製作所
3038,神戸物産
6465,ホシザキ
9009,京成電鉄
4062,イビデン
5332,ＴＯＴＯ
3064,ＭｏｎｏｔａＲＯ
7259,アイシン
6806,ヒロセ電機
2875,東洋水産
7182,ゆうちょ銀行
9064,ヤマトホールディングス
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディン
4185,ＪＳＲ
9007,小田急電鉄
9766,コナミグループ
6448,ブラザー工業
4021,日産化学
4183,三井化学
7752,リコー
4768,大塚商会
7186,コンコルディア・フィナンシャルグループ
4527,ロート製薬
7747,朝日インテック
8593,三菱ＨＣキャピタル
6724,セイコーエプソン
4751,サイバーエージェント
3003,ヒューリック
9008,京王電鉄
3099,三越伊勢丹ホールディングス
6845,アズビル
3197,すかいらーくホールディングス
7181,かんぽ生命保険
7550,ゼンショーホールディングス
4967,小林製薬
1803,清水建設
6361,荏原製作所
6841,横河電機
8331,千葉銀行
4042,東ソー
9107,川崎汽船
9048,名古屋鉄道
4732,ユー・エス・エス
4091,日本酸素ホールディングス
9706,日本空港ビルデング
5831,しずおかフィナンシャルグループ
6028,テクノプロ・ホールディングス
3861,王子ホールディングス
7012,川崎重工業
1911,住友林業
8111,ゴールドウイン
9435,光通信
9142,九州旅客鉄道
6923,スタンレー電気
7013,ＩＨＩ
5334,日本特殊陶業
3769,ＧＭＯペイメントゲートウェイ
7459,メディパルホールディングス
2433,博報堂ＤＹホールディングス
5406,神戸製鋼所
2784,アルフレッサ　ホールディングス
4536,参天製薬
3291,飯田グループホールディングス
3231,野村不動産ホールディングス
8369,京都銀行
4004,レゾナック・ホールディングス
6268,ナブテスコ
6460,セガサミーホールディングス
9831,ヤマダホールディングス
9045,京阪ホールディングス
6113,アマダ
3289,東急不動産ホールディングス
7731,ニコン
3405,クラレ
6976,太陽誘電
7211,三菱自動車工業
8354,ふくおかフィナンシャルグループ
3092,ＺＯＺＯ
5333,日本碍子
3391,ツルハホールディングス
6302,住友重機械工業
3288,オープンハウスグループ
4403,日油
4739,伊藤忠テクノソリューションズ
8136,サンリオ
7735,ＳＣＲＥＥＮホールディングス
3086,Ｊ．フロント　リテイリング
4716,日本オラクル
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥ
5947,リンナイ
9024,西武ホールディングス
9508,九州電力
2127,日本Ｍ＆Ａセンターホールディングス
4912,ライオン
6481,ＴＨＫ
4613,関西ペイント
6849,日本光電工業
5021,コスモエネルギーホールディングス
9506,東北電力
7167,めぶきフィナンシャルグループ
8252,丸井グループ
1808,長谷工コーポレーション
5101,横浜ゴム
9719,ＳＣＳＫ
3697,ＳＨＩＦＴ
6856,堀場製作所
7453,良品計画
1963,日揮ホールディングス
9513,電源開発
2651,ローソン
4088,エア・ウォーター
8804,東京建物
4666,パーク２４
8233,高島屋
4202,ダイセル
3635,コーエーテクモホールディングス
3774,インターネットイニシアティブ
3141,ウエルシアホールディングス
6526,ソシオネクスト
8227,しまむら
5233,太平洋セメント
8088,岩谷産業
9468,ＫＡＤＯＫＡＷＡ
2282,日本ハム
5711,三菱マテリアル
6005,三浦工業
2811,カゴメ
9044,南海電気鉄道
8304,あおぞら銀行
9989,サンドラッグ
2002,日清製粉グループ本社
9006,京浜急行電鉄
4182,三菱瓦斯化学
4516,日本新薬
3401,帝人
2331,綜合警備保障
9364,上組
6471,日本精工
6967,新光電気工業
5929,三和ホールディングス
7988,ニフコ
2371,カカクコム
2593,伊藤園
3349,コスモス薬品
4385,メルカリ
3994,マネーフォワード
7956,ピジョン
6305,日立建機
6141,ＤＭＧ森精機
2229,カルビー
5901,東洋製罐グループホールディングス
4581,大正製薬ホールディングス
6728,アルバック
7164,全国保証
6406,フジテック
1944,きんでん
4902,コニカミノルタ
2871,ニチレイ
2175,エス・エム・エス
4186,東京応化工業
1721,コムシスホールディングス
2501,サッポロホールディングス
7649,スギホールディングス
4676,フジ・メディア・ホールディングス
8359,八十二銀行
5110,住友ゴム工業
9065,山九
2809,キユーピー
8056,ＢＩＰＲＯＧＹ
8876,リログループ
2212,山崎製パン
9987,スズケン
7518,ネットワンシステムズ
2670,エービーシー・マート
6417,ＳＡＮＫＹＯ
6753,シャープ
8253,クレディセゾン
9504,中国電力
1951,エクシオグループ
2579,コカ・コーラ　ボトラーズジャパンホールデ
6770,アルプスアルパイン
4208,ＵＢＥ
1414,ショーボンドホールディングス
3107,ダイワボウホールディングス
5076,インフロニア・ホールディングス
7729,東京精密
8174,日本瓦斯
9404,日本テレビホールディングス
5214,日本電気硝子
9401,ＴＢＳホールディングス
2222,寿スピリッツ
9861,吉野家ホールディングス
8012,長瀬産業
5301,東海カーボン
4921,ファンケル
5714,ＤＯＷＡホールディングス
5803,フジクラ
4733,オービックビジネスコンサルタント
7616,コロワイド
7732,トプコン
9449,ＧＭＯインターネットグループ
6473,ジェイテクト
9533,東邦瓦斯
6755,富士通ゼネラル
6134,ＦＵＪＩ
7458,第一興商
4061,デンカ
7780,メニコン
6951,日本電子
2206,江崎グリコ
8410,セブン銀行
4631,ＤＩＣ
3923,ラクス
4927,ポーラ・オルビスホールディングス
5706,三井金属鉱業
9616,共立メンテナンス
5463,丸一鋼管
6952,カシオ計算機
6592,マブチモーター
1860,戸田建設
6707,サンケン電気
4272,日本化薬
9076,セイノーホールディングス
8905,イオンモール
7984,コクヨ
3132,マクニカホールディングス
5830,いよぎんホールディングス
5105,ＴＯＹＯ　ＴＩＲＥ
4565,そーせいグループ
3050,ＤＣＭホールディングス
9744,メイテック
9749,富士ソフト
6136,オーエスジー
1893,五洋建設
2264,森永乳業
5991,日本発條
3360,シップヘルスケアホールディングス
4681,リゾートトラスト
5444,大和工業
8418,山口フィナンシャルグループ
6412,平和
8282,ケーズホールディングス
2810,ハウス食品グループ本社
3116,トヨタ紡織
4887,サワイグループホールディングス
8424,芙蓉総合リース
9759,ＮＳＤ
4587,ペプチドリーム
2412,ベネフィット・ワン
8334,群馬銀行
6754,アンリツ
4540,ツムラ
8283,ＰＡＬＴＡＣ
7476,アズワン
7337,ひろぎんホールディングス
1959,九電工
3105,日清紡ホールディングス
6925,ウシオ電機
8439,東京センチュリー
9003,相鉄ホールディングス
8279,ヤオコー
8086,ニプロ
4819,デジタルガレージ
5801,古河電気工業
4919,ミルボン
7180,九州フィナンシャルグループ
2427,アウトソーシング
6966,三井ハイテック
9072,ニッコンホールディングス
4205,日本ゼオン
4530,久光製薬
7313,テイ・エス　テック
5857,アサヒホールディングス
1332,ニッスイ
8060,キヤノンマーケティングジャパン
9934,因幡電機産業
4114,日本触媒
4544,Ｈ．Ｕ．グループホールディングス
8242,エイチ・ツー・オー　リテイリング
4118,カネカ
7762,シチズン時計
9627,アインホールディングス
9793,ダイセキ
3941,レンゴー
4483,ＪＭＤＣ
4401,ＡＤＥＫＡ
8078,阪和興業
6436,アマノ
6674,ジーエス・ユアサ　コーポレーション
3387,クリエイト・レストランツ・ホールディング
2432,ディー・エヌ・エー
1417,ミライト・ワン
4206,アイカ工業
4203,住友ベークライト
3765,ガンホー・オンライン・エンターテイメント
4665,ダスキン
3397,トリドールホールディングス
5832,ちゅうぎんフィナンシャルグループ
9783,ベネッセホールディングス
4980,デクセリアルズ
8114,デサント
6544,ジャパンエレベーターサービスホールディン
1662,石油資源開発
1719,安藤・間
2201,森永製菓
8020,兼松
9301,三菱倉庫
4023,クレハ
2531,宝ホールディングス
4043,トクヤマ
8129,東邦ホールディングス
7240,ＮＯＫ
7867,タカラトミー
7730,マニー
7846,パイロットコーポレーション
8919,カチタス
6457,グローリー
9601,松竹
7004,日立造船
5393,ニチアス
8341,七十七銀行
7189,西日本フィナンシャルホールディングス
7205,日野自動車
9682,ＤＴＳ
9507,四国電力
5631,日本製鋼所
8570,イオンフィナンシャルサービス
6432,竹内製作所
5471,大同特殊鋼
7282,豊田合成
2121,ＭＩＸＩ
9031,西日本鉄道
3543,コメダホールディングス
6472,ＮＴＮ
4521,科研製薬
9010,富士急行
3048,ビックカメラ
7947,エフピコ
6055,ジャパンマテリアル
5344,ＭＡＲＵＷＡ
1377,サカタのタネ
4506,住友ファーマ
2327,日鉄ソリューションズ
8803,平和不動産
2154,オープンアップグループ
4958,長谷川香料
3549,クスリのアオキホールディングス
8377,ほくほくフィナンシャルグループ
6103,オークマ
9303,住友倉庫
8515,アイフル
2379,ディップ
8130,サンゲツ
9505,北陸電力
4443,Ｓａｎｓａｎ
1820,西松建設
6588,東芝テック
3186,ネクステージ
8098,稲畑産業
8179,ロイヤルホールディングス
4045,東亞合成
9746,ＴＫＣ
8572,アコム
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ
4812,電通国際情報サービス
3148,クリエイトＳＤホールディングス
6407,ＣＫＤ
9832,オートバックスセブン
8595,ジャフコ　グループ
5192,三ツ星ベルト
3191,ジョイフル本田
3863,日本製紙
7839,ＳＨＯＥＩ
3865,北越コーポレーション
1973,ＮＥＣネッツエスアイ
2931,ユーグレナ
6395,タダノ
3962,チェンジホールディングス
2730,エディオン
2296,伊藤ハム米久ホールディングス
5384,フジミインコーポレーテッド
8303,ＳＢＩ新生銀行
8425,みずほリース
8370,紀陽銀行
7817,パラマウントベッドホールディングス
9757,船井総研ホールディングス
6135,牧野フライス製作所
1942,関電工
9603,エイチ・アイ・エス
8698,マネックスグループ
1969,高砂熱学工業
5232,住友大阪セメント
7581,サイゼリヤ
7965,象印マホービン
1833,奥村組
6323,ローツェ
6727,ワコム
6995,東海理化電機製作所
1333,マルハニチロ
4095,日本パーカライジング
7381,北國フィナンシャルホールディングス
7516,コーナン商事
9830,トラスコ中山
4686,ジャストシステム
8218,コメリ
8273,イズミ
9069,センコーグループホールディングス
9519,レノバ
3591,ワコールホールディングス
9605,東映
3097,物語コーポレーション
4041,日本曹達
7419,ノジマ
4680,ラウンドワン
4552,ＪＣＲファーマ
4928,ノエビアホールディングス
9509,北海道電力
6652,ＩＤＥＣ
6807,日本航空電子工業
3880,大王製紙
8153,モスフードサービス
9090,ＡＺ－ＣＯＭ丸和ホールディングス
9336,大栄環境
6371,椿本チエイン
2607,不二製油グループ本社
9948,アークス
8584,ジャックス
4480,メドレー
1861,熊谷組
6866,日置電機
2815,アリアケジャパン
2317,システナ
9869,加藤産業
2602,日清オイリオグループ
4044,セントラル硝子
9412,スカパーＪＳＡＴホールディングス
2001,ニップン
8381,山陰合同銀行
7327,第四北越フィナンシャルグループ
2270,雪印メグミルク
4974,タカラバイオ
8366,滋賀銀行
3167,ＴＯＫＡＩホールディングス
8050,セイコーグループ
3593,ホギメディカル
7966,リンテック
6368,オルガノ
8628,松井証券
4985,アース製薬
7630,壱番屋
4849,エン・ジャパン
8358,スルガ銀行
7220,武蔵精密工業
3101,東洋紡
6013,タクマ
7994,オカムラ
3569,セーレン
5726,大阪チタニウムテクノロジーズ
4722,フューチャー
8524,北洋銀行
9936,王将フードサービス
4634,東洋インキＳＣホールディングス
9678,カナモト
4547,キッセイ薬品工業
6908,イリソ電子工業
6632,ＪＶＣケンウッド
9716,乃村工藝社
9956,バローホールディングス
7242,ＫＹＢ
1979,大氣社
8154,加賀電子
6804,ホシデン
6622,ダイヘン
3222,ユナイテッド・スーパーマーケット・ホール
9715,トランス・コスモス
8511,日本証券金融
4373,シンプレクス・ホールディングス
2695,くら寿司
3087,ドトール・日レスホールディングス
3076,あい　ホールディングス
4534,持田製薬
8097,三愛オブリ
8848,レオパレス２１
2678,アスクル
5703,日本軽金属ホールディングス
5423,東京製鐵
5741,ＵＡＣＪ
2146,ＵＴグループ
4189,ＫＨネオケム
4694,ビー・エム・エル
7224,新明和工業
7380,十六フィナンシャルグループ
9409,テレビ朝日ホールディングス
4569,杏林製薬
6420,フクシマガリレイ
7545,西松屋チェーン
8160,木曽路
5727,東邦チタニウム
8616,東海東京フィナンシャル・ホールディングス
8074,ユアサ商事
6914,オプテックスグループ
4776,サイボウズ
9119,飯野海運
4626,太陽ホールディングス
2659,サンエー
9302,三井倉庫ホールディングス
6619,ダブル・スコープ
8609,岡三証券グループ
9672,東京都競馬
8566,リコーリース
7148,ＦＰＧ
1835,東鉄工業
8367,南都銀行
6651,日東工業
8276,平和堂
1926,ライト工業
8368,百五銀行
8850,スターツコーポレーション
9882,イエローハット
3433,トーカロ
3182,オイシックス・ラ・大地
4996,クミアイ化学工業
8140,リョーサン
7611,ハイデイ日高
7943,ニチハ
4975,ＪＣＵ
2733,あらた
2157,コシダカホールディングス
6490,日本ピラー工業
7816,スノーピーク
7595,アルゴグラフィックス
7915,ＮＩＳＳＨＡ
4368,扶桑化学工業
4917,マンダム
3244,サムティ
7173,東京きらぼしフィナンシャルグループ
8361,大垣共立銀行
6498,キッツ
5930,文化シヤッター
9787,イオンディライト
7451,三菱食品
9418,ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
4956,コニシ
1941,中電工
4559,ゼリア新薬工業
8771,イー・ギャランティ
8022,美津濃
6703,沖電気工業
6768,タムラ製作所
7718,スター精密
2767,円谷フィールズホールディングス
3002,グンゼ
5202,日本板硝子
5451,淀川製鋼所
4384,ラクスル
6287,サトーホールディングス
6737,ＥＩＺＯ
8200,リンガーハット
2292,Ｓ　Ｆｏｏｄｓ
1419,タマホーム
1961,三機工業
2685,アダストリア
6258,平田機工
7071,アンビスホールディングス
2726,パルグループホールディングス
9974,ベルク
7734,理研計器
2326,デジタルアーツ
7278,エクセディ
6036,ＫｅｅＰｅｒ技研
6080,Ｍ＆Ａキャピタルパートナーズ
1766,東建コーポレーション
6104,芝浦機械
4212,積水樹脂
6101,ツガミ
2874,横浜冷凍
5186,ニッタ
7864,フジシールインターナショナル
6750,エレコム
7296,エフ・シー・シー
2492,インフォマート
1890,東洋建設
9517,イーレックス
9699,ニシオホールディングス
6235,オプトラン
6810,マクセル
8133,伊藤忠エネクス
1821,三井住友建設
2281,プリマハム
3254,プレサンスコーポレーション
2760,東京エレクトロン　デバイス
7981,タカラスタンダード
8714,池田泉州ホールディングス
6787,メイコー
8051,山善
6947,図研
7944,ローランド
4553,東和薬品
6222,島精機製作所
5480,日本冶金工業
3762,テクマトリックス
6516,山洋電気
2384,ＳＢＳホールディングス
6590,芝浦メカトロニクス
8032,日本紙パルプ商事
2337,いちご
8600,トモニホールディングス
7389,あいちフィナンシャルグループ
4369,トリケミカル研究所
4348,インフォコム
8585,オリエントコーポレーション
7575,日本ライフライン
8278,フジ
1720,東急建設
5911,横河ブリッジホールディングス
5988,パイオラックス
7995,バルカー
6474,不二越
9347,日本管財ホールディングス
2220,亀田製菓
2590,ダイドーグループホールディングス
1950,日本電設工業
7226,極東開発工業
7447,ナガイレーベン
6508,明電舎
8079,正栄食品工業
7250,太平洋工業
8388,阿波銀行
5943,ノーリツ
8336,武蔵野銀行
6200,インソース
6929,日本セラミック
7128,フルサト・マルカホールディングス
9075,福山通運
7821,前田工繊
9037,ハマキョウレックス
9025,鴻池運輸
2395,新日本科学
6454,マックス
7199,プレミアグループ
8125,ワキタ
7599,ＩＤＯＭ
3201,日本毛織
8194,ライフコーポレーション
3844,コムチュア
8923,トーセイ
7860,エイベックス
6875,メガチップス
1949,住友電設
4046,大阪ソーダ
9543,静岡ガス
4471,三洋化成工業
6996,ニチコン
7384,プロクレアホールディングス
9511,沖縄電力
7433,伯東
4549,栄研化学
6999,ＫＯＡ
9247,ＴＲＥホールディングス
4290,プレステージ・インターナショナル
6140,旭ダイヤモンド工業
6741,日本信号
5946,長府製作所
8255,アクシアル　リテイリング
8544,京葉銀行
7976,三菱鉛筆
1968,太平電業
7421,カッパ・クリエイト
6455,モリタホールディングス
3673,ブロードリーフ
7917,藤森工業
5975,東プレ
3668,コロプラ
2929,ファーマフーズ
1885,東亜建設工業
3085,アークランドサービスホールディングス
5310,東洋炭素
7740,タムロン
4708,りらいあコミュニケーションズ
7970,信越ポリマー
4633,サカタインクス
6349,小森コーポレーション
1852,淺沼組
2353,日本駐車場開発
5481,山陽特殊製鋼
7003,三井Ｅ＆Ｓ
8016,オンワードホールディングス
4449,ギフティ
7246,プレス工業
3636,三菱総合研究所
6282,オイレス工業
4848,フルキャストホールディングス
8167,リテールパートナーズ
5302,日本カーボン
7483,ドウシシャ
6744,能美防災
9842,アークランズ
6340,澁谷工業
6464,ツバキ・ナカシマ
2124,ジェイエイシーリクルートメント
1954,日本工営
6877,ＯＢＡＲＡ　ＧＲＯＵＰ
9424,日本通信
1379,ホクト
5331,ノリタケカンパニーリミテド
2168,パソナグループ
2594,キーコーヒー
3950,ザ・パック
2004,昭和産業
4641,アルプス技研
4432,ウイングアーク１ｓｔ
5563,新日本電工
9039,サカイ引越センター
9900,サガミホールディングス
5122,オカモト
9416,ビジョン
9810,日鉄物産
8068,菱洋エレクトロ
7606,ユナイテッドアローズ
9551,メタウォーター
2109,ＤＭ三井製糖ホールディングス
8522,名古屋銀行
6413,理想科学工業
7085,カーブスホールディングス
6376,日機装
6250,やまびこ
8057,内田洋行
6459,大和冷機工業
9308,乾汽船
3608,ＴＳＩホールディングス
8059,第一実業
8934,サンフロンティア不動産
5440,共英製鋼
3156,レスターホールディングス
7593,ＶＴホールディングス
9110,ＮＳユナイテッド海運
9887,松屋フーズホールディングス
3110,日東紡績
8818,京阪神ビルディング
4028,石原産業
4216,旭有機材
4825,ウェザーニューズ
7744,ノーリツ鋼機
8237,松屋
9068,丸全昭和運輸
8219,青山商事
6315,ＴＯＷＡ
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
6143,ソディック
8399,琉球銀行
4971,メック
6277,ホソカワミクロン
8155,三益半導体工業
6058,ベクトル
1515,日鉄鉱業
6379,レイズネクスト
7613,シークス
6630,ヤーマン
5011,ニチレキ
7739,キヤノン電子
5702,大紀アルミニウム工業所
5208,有沢製作所
6191,エアトリ
7184,富山第一銀行
5715,古河機械金属
6871,日本マイクロニクス
5805,ＳＷＣＣ
4481,ベース
6289,技研製作所
5273,三谷セキサン
1518,三井松島ホールディングス
1762,高松コンストラクショングループ
6339,新東工業
7990,グローブライド
6997,日本ケミコン
7958,天馬
4047,関東電化工業
7745,Ａ＆Ｄホロンホールディングス
9692,シーイーシー
9058,トランコム
6523,ＰＨＣホールディングス
7350,おきなわフィナンシャルグループ
9755,応用地質
3612,ワールド
4617,中国塗料
2908,フジッコ
7366,ＬＩＴＡＬＩＣＯ
3302,帝国繊維
3465,ケイアイスター不動産
2664,カワチ薬品
6507,シンフォニアテクノロジー
6183,ベルシステム２４ホールディングス
3036,アルコニックス
7239,タチエス
8892,日本エスコン
8897,ＭＩＲＡＲＴＨホールディングス
8173,上新電機
1301,極洋
9997,ベルーナ
1982,日比谷総合設備
3632,グリー
7508,Ｇ－７ホールディングス
6789,ローランド　ディー．ジー．
8043,スターゼン
1888,若築建設
9790,福井コンピュータホールディングス
9729,トーカイ
3106,倉敷紡績
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
8214,ＡＯＫＩホールディングス
2471,エスプール
4551,鳥居薬品
6269,三井海洋開発
5408,中山製鋼所
3046,ジンズホールディングス
6458,新晃工業
4008,住友精化
9413,テレビ東京ホールディングス
7456,松田産業
7033,マネジメントソリューションズ
3028,アルペン
3034,クオールホールディングス
1887,日本国土開発
6419,マースグループホールディングス
4025,多木化学
9052,山陽電気鉄道
8131,ミツウロコグループホールディングス
1899,福田組
6197,ソラスト
6351,鶴見製作所
4326,インテージホールディングス
1934,ユアテック
8084,ＲＹＯＤＥＮ
9536,西部ガスホールディングス
3836,アバントグループ
6118,アイダエンジニアリング
3978,マクロミル
4577,ダイト
7552,ハピネット
2791,大黒天物産
8715,アニコム　ホールディングス
5461,中部鋼鈑
4914,高砂香料工業
8163,ＳＲＳホールディングス
3738,ティーガイア
8037,カメイ
9621,建設技術研究所
8346,東邦銀行
6381,アネスト岩田
9663,ナガワ
4526,理研ビタミン
5195,バンドー化学
5851,リョービ
8281,ゼビオホールディングス
2734,サーラコーポレーション
5970,ジーテクト
8871,ゴールドクレスト
2211,不二家
6284,日精エー・エス・ビー機械
6333,帝国電機製作所
8141,新光商事
8182,いなげや
2681,ゲオホールディングス
5949,ユニプレス
1882,東亜道路工業
6430,ダイコク電機
4099,四国化成ホールディングス
2910,ロック・フィールド
7383,ネットプロテクションズホールディングス
3001,片倉工業
8386,百十四銀行
6088,シグマクシス・ホールディングス
1786,オリエンタル白石
2752,フジオフードグループ本社
7972,イトーキ
9824,泉州電業
7222,日産車体
6859,エスペック
2715,エレマテック
2918,わらべや日洋ホールディングス
8739,スパークス・グループ
9066,日新
2613,Ｊ－オイルミルズ
8008,ヨンドシーホールディングス
5482,愛知製鋼
6463,ＴＰＲ
9722,藤田観光
7414,小野建
6800,ヨコオ
9743,丹青社
7283,愛三工業
8159,立花エレテック
4109,ステラ　ケミファ
4548,生化学工業
9274,ＫＰＰグループホールディングス
6740,ジャパンディスプレイ
1884,日本道路
3539,ＪＭホールディングス
1822,大豊建設
1980,ダイダン
1976,明星工業
3395,サンマルクホールディングス
3687,フィックスターズ
